,Respondent,PlatformDesireNextYear,PlatformWorkedWith
32915,16349,,Windows
32916,16349,,WordPress
32917,16349,,iOS
32918,16349,AWS,
32927,16349,Google Cloud Platform,
32936,16349,Heroku,
32945,16349,iOS,
32954,16349,Linux,
32963,16349,MacOS,
32972,16349,Microsoft Azure,
32981,16349,Windows,
32990,16367,AWS,Docker
32991,16367,,Kubernetes
32992,16367,,Linux
32993,16367,,Microsoft Azure
32994,16367,Docker,
32998,16367,Kubernetes,
33002,16367,Linux,
33006,16367,Microsoft Azure,
33010,16383,Docker,Docker
33011,16383,,Linux
33012,16383,,Windows
33013,16383,iOS,
33016,16383,Linux,
33019,16383,MacOS,
33022,16383,Windows,
33025,16385,Docker,Docker
33026,16385,,Linux
33027,16385,,MacOS
33028,16385,,Windows
33029,16385,Linux,
33033,16385,MacOS,
33037,16385,Windows,
33041,16388,AWS,Docker
33042,16388,Docker,
33043,16388,Google Cloud Platform,
33044,16388,Kubernetes,
33045,16402,AWS,AWS
33046,16402,,Docker
33047,16402,,Heroku
33048,16402,,Linux
33049,16402,,MacOS
33050,16402,Docker,
33055,16402,Heroku,
33060,16402,Linux,
33065,16402,MacOS,
33070,16405,AWS,Docker
33071,16405,,Linux
33072,16405,Docker,
33074,16405,Kubernetes,
33076,16405,Linux,
33078,16411,AWS,Android
33079,16411,,Docker
33080,16411,,Google Cloud Platform
33081,16411,,Kubernetes
33082,16411,,Linux
33083,16411,,Windows
33084,16411,Docker,
33090,16411,Google Cloud Platform,
33096,16411,Kubernetes,
33102,16411,Linux,
33108,16416,Android,Android
33109,16416,,Linux
33110,16416,,Windows
33111,16416,,WordPress
33112,16416,Arduino,
33116,16416,AWS,
33120,16416,Docker,
33124,16416,Google Cloud Platform,
33128,16416,IBM Cloud or Watson,
33132,16416,Linux,
33136,16416,Raspberry Pi,
33140,16416,WordPress,
33144,16420,Linux,Linux
33145,16420,,Microsoft Azure
33146,16420,,Windows
33147,16420,Microsoft Azure,
33150,16425,Android,Linux
33151,16425,,Raspberry Pi
33152,16425,,Windows
33153,16425,,WordPress
33154,16425,Linux,
33158,16425,Raspberry Pi,
33162,16425,Windows,
33166,16434,AWS,AWS
33167,16434,,Docker
33168,16434,,Linux
33169,16434,,MacOS
33170,16434,Docker,
33174,16434,Linux,
33178,16434,MacOS,
33182,16460,Android,AWS
33183,16460,,Android
33184,16460,,Docker
33185,16460,,Kubernetes
33186,16460,,Linux
33187,16460,,Windows
33188,16460,,iOS
33189,16460,Arduino,
33196,16460,AWS,
33203,16460,Linux,
33210,16460,Windows,
33217,16470,AWS,AWS
33218,16470,,Docker
33219,16470,,Kubernetes
33220,16470,,Linux
33221,16470,Docker,
33225,16470,Kubernetes,
33229,16470,Linux,
33233,16470,Microsoft Azure,
33237,16472,Android,Android
33238,16480,Android,Android
33239,16480,,Arduino
33240,16480,,Heroku
33241,16480,,Linux
33242,16480,,Windows
33243,16480,,WordPress
33244,16480,AWS,
33250,16480,Google Cloud Platform,
33256,16480,Heroku,
33262,16480,IBM Cloud or Watson,
33268,16480,Linux,
33274,16480,Windows,
33280,16480,WordPress,
33286,16484,Android,AWS
33287,16484,,Android
33288,16484,,Arduino
33289,16484,,Linux
33290,16484,Arduino,
33294,16484,Linux,
33298,16511,AWS,Docker
33299,16511,,Linux
33300,16511,,Windows
33301,16511,Docker,
33304,16511,Google Cloud Platform,
33307,16511,Raspberry Pi,
33310,16521,AWS,AWS
33311,16521,Docker,
33312,16521,Kubernetes,
33313,16533,Android,AWS
33314,16533,,Docker
33315,16533,,Linux
33316,16533,,MacOS
33317,16533,,Windows
33318,16533,,iOS
33319,16533,AWS,
33325,16533,Docker,
33331,16533,Linux,
33337,16533,MacOS,
33343,16563,Docker,Microsoft Azure
33344,16563,,Windows
33345,16563,,WordPress
33346,16563,Kubernetes,
33349,16563,Linux,
33352,16563,Microsoft Azure,
33355,16563,Raspberry Pi,
33358,16563,Windows,
33361,16577,Android,AWS
33362,16577,,Android
33363,16577,,Docker
33364,16577,,Microsoft Azure
33365,16577,,Windows
33366,16577,,iOS
33367,16577,AWS,
33373,16577,Docker,
33379,16577,iOS,
33385,16577,Kubernetes,
33391,16577,Microsoft Azure,
33397,16577,Windows,
33403,16582,Docker,Arduino
33404,16582,,Linux
33405,16582,,Windows
33406,16582,Heroku,
33409,16582,Linux,
33412,16582,MacOS,
33415,16582,Raspberry Pi,
33418,16588,Android,AWS
33419,16588,,Docker
33420,16588,,Kubernetes
33421,16588,,Linux
33422,16588,,MacOS
33423,16588,,Raspberry Pi
33424,16588,,Windows
33425,16588,,iOS
33426,16588,Arduino,
33434,16588,AWS,
33442,16588,Docker,
33450,16588,iOS,
33458,16588,Kubernetes,
33466,16588,Linux,
33474,16588,MacOS,
33482,16588,Microsoft Azure,
33490,16588,Raspberry Pi,
33498,16600,AWS,AWS
33499,16600,,Docker
33500,16600,,Kubernetes
33501,16600,,Linux
33502,16600,Docker,
33506,16600,Kubernetes,
33510,16600,Linux,
33514,16604,Android,Android
33515,16604,,Linux
33516,16604,,MacOS
33517,16604,,Windows
33518,16604,Arduino,
33522,16604,Docker,
33526,16604,Heroku,
33530,16604,Linux,
33534,16604,MacOS,
33538,16604,Raspberry Pi,
33542,16604,Windows,
33546,16606,AWS,AWS
33547,16606,,Android
33548,16606,,Google Cloud Platform
33549,16606,,Heroku
33550,16606,,Windows
33551,16606,,WordPress
33552,16606,,iOS
33553,16613,Android,AWS
33554,16613,,Docker
33555,16613,,Google Cloud Platform
33556,16613,,Kubernetes
33557,16613,,Linux
33558,16613,,MacOS
33559,16613,AWS,
33565,16613,Docker,
33571,16613,Google Cloud Platform,
33577,16613,iOS,
33583,16613,Kubernetes,
33589,16613,Linux,
33595,16613,MacOS,
33601,16618,AWS,AWS
33602,16618,Docker,
33603,16618,Kubernetes,
33604,16619,AWS,AWS
33605,16619,,Docker
33606,16619,,Linux
33607,16619,,MacOS
33608,16619,,Slack Apps and Integrations
33609,16619,Docker,
33614,16619,Linux,
33619,16619,MacOS,
33624,16624,AWS,Docker
33625,16624,,Linux
33626,16624,,Microsoft Azure
33627,16624,Docker,
33630,16624,Linux,
33633,16624,Microsoft Azure,
33636,16634,AWS,AWS
33637,16634,,Microsoft Azure
33638,16634,Microsoft Azure,
33640,16637,AWS,Microsoft Azure
33641,16648,Android,AWS
33642,16648,,Linux
33643,16648,,MacOS
33644,16648,,Windows
33645,16648,AWS,
33649,16648,Docker,
33653,16648,Linux,
33657,16657,AWS,AWS
33658,16657,,Docker
33659,16657,,IBM Cloud or Watson
33660,16657,,Linux
33661,16657,,Slack Apps and Integrations
33662,16657,,WordPress
33663,16657,Docker,
33669,16657,Kubernetes,
33675,16657,Linux,
33681,16657,Slack Apps and Integrations,
33687,16659,AWS,AWS
33688,16659,,Docker
33689,16659,,Google Cloud Platform
33690,16659,,Kubernetes
33691,16659,,Linux
33692,16659,Docker,
33697,16659,Google Cloud Platform,
33702,16659,Heroku,
33707,16659,Kubernetes,
33712,16659,Linux,
33717,16659,Microsoft Azure,
33722,16675,Microsoft Azure,Microsoft Azure
33723,16675,,Raspberry Pi
33724,16675,,Windows
33725,16675,Raspberry Pi,
33728,16675,Windows,
33731,16693,AWS,AWS
33732,16693,,Android
33733,16693,,Docker
33734,16693,,IBM Cloud or Watson
33735,16693,,Linux
33736,16693,,Windows
33737,16693,Linux,
33743,16693,Windows,
33749,16699,AWS,Android
33750,16699,,Docker
33751,16699,,Linux
33752,16699,,MacOS
33753,16699,,Slack Apps and Integrations
33754,16699,,Windows
33755,16699,,WordPress
33756,16699,Docker,
33763,16699,Google Cloud Platform,
33770,16699,Linux,
33777,16719,Microsoft Azure,Docker
33778,16719,,Microsoft Azure
33779,16719,,Windows
33780,16719,Windows,
33783,16739,AWS,Heroku
33784,16739,,Linux
33785,16739,,MacOS
33786,16739,Docker,
33789,16739,Heroku,
33792,16739,MacOS,
33795,16741,Docker,Docker
33796,16741,,Linux
33797,16741,Kubernetes,
33799,16741,Linux,
33801,16760,Docker,Docker
33802,16760,,Kubernetes
33803,16760,,MacOS
33804,16760,,Microsoft Azure
33805,16760,Kubernetes,
33809,16760,MacOS,
33813,16770,Microsoft Azure,AWS
33814,16770,,Linux
33815,16770,,Microsoft Azure
33816,16770,,Raspberry Pi
33817,16770,,Windows
33818,16770,Raspberry Pi,
33823,16770,Windows,
33828,16779,Android,AWS
33829,16779,,Android
33830,16779,,Arduino
33831,16779,,Google Cloud Platform
33832,16779,,Linux
33833,16779,,Raspberry Pi
33834,16779,,iOS
33835,16779,AWS,
33842,16779,Docker,
33849,16779,iOS,
33856,16779,Kubernetes,
33863,16779,Linux,
33870,16779,Microsoft Azure,
33877,16779,Raspberry Pi,
33884,16785,iOS,Microsoft Azure
33885,16785,,Windows
33886,16785,Kubernetes,
33888,16785,Microsoft Azure,
33890,16785,Windows,
33892,16792,Android,Android
33893,16792,,Docker
33894,16792,,Heroku
33895,16792,,Kubernetes
33896,16792,,iOS
33897,16792,Docker,
33902,16792,Heroku,
33907,16792,iOS,
33912,16792,Kubernetes,
33917,16804,Android,Android
33918,16804,,Windows
33919,16804,,iOS
33920,16804,iOS,
33923,16804,Raspberry Pi,
33926,16804,Windows,
33929,16805,Arduino,AWS
33930,16805,,Docker
33931,16805,,Kubernetes
33932,16805,,Linux
33933,16805,,Windows
33934,16805,AWS,
33939,16805,Docker,
33944,16805,Kubernetes,
33949,16805,Linux,
33954,16805,Raspberry Pi,
33959,16805,Windows,
33964,16806,AWS,AWS
33965,16806,,Google Cloud Platform
33966,16806,,Linux
33967,16806,,MacOS
33968,16806,,Microsoft Azure
33969,16806,,Windows
33970,16806,MacOS,
33976,16812,AWS,Docker
33977,16812,,Linux
33978,16812,,MacOS
33979,16812,,Microsoft Azure
33980,16812,,Windows
33981,16812,Docker,
33986,16812,Google Cloud Platform,
33991,16812,Kubernetes,
33996,16812,Linux,
34001,16812,MacOS,
34006,16832,Android,AWS
34007,16832,,Android
34008,16832,,Linux
34009,16832,,MacOS
34010,16832,AWS,
34014,16832,Docker,
34018,16832,Linux,
34022,16832,MacOS,
34026,16856,Docker,Docker
34027,16856,,Google Cloud Platform
34028,16856,,Kubernetes
34029,16856,,Linux
34030,16856,,MacOS
34031,16856,,Microsoft Azure
34032,16856,,Slack Apps and Integrations
34033,16856,Kubernetes,
34040,16856,Linux,
34047,16856,MacOS,
34054,16856,Microsoft Azure,
34061,16856,Slack Apps and Integrations,
34068,16863,Docker,Docker
34069,16863,,Windows
34070,16863,Kubernetes,
34072,16863,Linux,
34074,16863,Windows,
34076,16865,Android,Docker
34077,16865,,Heroku
34078,16865,,Raspberry Pi
34079,16865,Docker,
34082,16865,Heroku,
34085,16865,iOS,
34088,16865,Raspberry Pi,
34091,16869,Docker,Docker
34092,16869,,Windows
34093,16869,Linux,
34095,16870,Linux,Linux
34096,16872,AWS,AWS
34097,16872,,Microsoft Azure
34098,16872,,Windows
34099,16872,Microsoft Azure,
34102,16872,Windows,
34105,16875,AWS,AWS
34106,16875,,Docker
34107,16875,,Google Cloud Platform
34108,16875,,Kubernetes
34109,16875,,Linux
34110,16875,,MacOS
34111,16875,Docker,
34117,16875,Google Cloud Platform,
34123,16875,Kubernetes,
34129,16875,Linux,
34135,16875,MacOS,
34141,16875,Raspberry Pi,
34147,16897,Google Cloud Platform,Google Cloud Platform
34148,16897,Microsoft Azure,
34149,16910,AWS,AWS
34150,16910,,Android
34151,16910,,Docker
34152,16910,,Kubernetes
34153,16910,,Linux
34154,16910,Docker,
34159,16910,Kubernetes,
34164,16910,Linux,
34169,16913,AWS,AWS
34170,16913,,Docker
34171,16913,,Linux
34172,16913,Docker,
34175,16913,Kubernetes,
34178,16913,Linux,
34181,16926,Android,AWS
34182,16926,,Arduino
34183,16926,,Google Cloud Platform
34184,16926,,Heroku
34185,16926,,Linux
34186,16926,,Raspberry Pi
34187,16926,,WordPress
34188,16926,Docker,
34195,16926,Kubernetes,
34202,16926,Microsoft Azure,
34209,16926,Slack Apps and Integrations,
34216,16930,Android,Android
34217,16930,,Docker
34218,16930,,Microsoft Azure
34219,16930,,Windows
34220,16930,Docker,
34224,16930,Google Cloud Platform,
34228,16930,Kubernetes,
34232,16930,Microsoft Azure,
34236,16930,Windows,
34240,16931,Arduino,Android
34241,16931,,Docker
34242,16931,,IBM Cloud or Watson
34243,16931,,Kubernetes
34244,16931,,Microsoft Azure
34245,16931,AWS,
34250,16931,IBM Cloud or Watson,
34255,16931,Kubernetes,
34260,16931,Microsoft Azure,
34265,16931,Raspberry Pi,
34270,16943,Docker,Docker
34271,16943,,Linux
34272,16943,,Windows
34273,16943,Linux,
34276,16943,Windows,
34279,16966,Android,Docker
34280,16966,,Linux
34281,16966,,Windows
34282,16966,AWS,
34285,16966,Docker,
34288,16966,Google Cloud Platform,
34291,16966,Kubernetes,
34294,16966,Linux,
34297,16966,Raspberry Pi,
34300,16982,AWS,AWS
34301,16982,,Linux
34302,16982,,MacOS
34303,16982,Docker,
34306,16982,Kubernetes,
34309,16982,Linux,
34312,16984,AWS,Windows
34313,16984,,WordPress
34314,16984,,iOS
34315,16984,Docker,
34318,16984,iOS,
34321,16984,Linux,
34324,16984,Windows,
34327,16991,AWS,AWS
34328,16991,,Docker
34329,16991,,Linux
34330,16991,,MacOS
34331,16991,,Raspberry Pi
34332,16991,,Windows
34333,16991,,iOS
34334,16991,Docker,
34341,16991,iOS,
34348,16991,Linux,
34355,16991,MacOS,
34362,16991,Raspberry Pi,
34369,17020,AWS,AWS
34370,17020,,Docker
34371,17020,,Linux
34372,17020,,Windows
34373,17020,Docker,
34377,17020,Kubernetes,
34381,17020,Linux,
34385,17054,iOS,Android
34386,17054,,Docker
34387,17054,,Linux
34388,17054,,Windows
34389,17054,,WordPress
34390,17085,Android,Android
34391,17085,,Google Cloud Platform
34392,17085,,Microsoft Azure
34393,17085,,Windows
34394,17085,,iOS
34395,17085,Arduino,
34400,17085,AWS,
34405,17085,Docker,
34410,17085,Google Cloud Platform,
34415,17085,iOS,
34420,17085,Kubernetes,
34425,17085,Microsoft Azure,
34430,17085,Windows,
34435,17098,AWS,AWS
34436,17098,,Android
34437,17098,,Docker
34438,17098,,Heroku
34439,17098,,Kubernetes
34440,17098,,Linux
34441,17098,Docker,
34447,17098,Kubernetes,
34453,17098,Linux,
34459,17140,Android,Android
34460,17140,,Microsoft Azure
34461,17140,,iOS
34462,17140,iOS,
34465,17140,Microsoft Azure,
34468,17152,AWS,AWS
34469,17152,,Docker
34470,17152,,Linux
34471,17152,,Microsoft Azure
34472,17152,,Windows
34473,17152,,iOS
34474,17152,Docker,
34480,17152,iOS,
34486,17152,Linux,
34492,17152,Microsoft Azure,
34498,17152,Windows,
34504,17153,Android,AWS
34505,17153,,Android
34506,17153,,Arduino
34507,17153,,Docker
34508,17153,,Google Cloud Platform
34509,17153,,Linux
34510,17153,,MacOS
34511,17153,,Slack Apps and Integrations
34512,17153,,Windows
34513,17153,Arduino,
34522,17153,AWS,
34531,17153,Docker,
34540,17153,Google Cloud Platform,
34549,17153,Linux,
34558,17153,Slack Apps and Integrations,
34567,17154,AWS,AWS
34568,17154,,Docker
34569,17154,,Linux
34570,17154,,Microsoft Azure
34571,17154,Docker,
34575,17154,Kubernetes,
34579,17154,Linux,
34583,17154,MacOS,
34587,17154,Microsoft Azure,
34591,17163,Microsoft Azure,Microsoft Azure
34592,17163,,Windows
34593,17163,Windows,
34595,17167,Android,Linux
34596,17167,Heroku,
34597,17167,Linux,
34598,17170,AWS,AWS
34599,17170,,Docker
34600,17170,,Google Cloud Platform
34601,17170,,Kubernetes
34602,17170,,Linux
34603,17170,,MacOS
34604,17170,Docker,
34610,17170,Kubernetes,
34616,17170,Linux,
34622,17172,Docker,Docker
34623,17172,,Google Cloud Platform
34624,17172,,Microsoft Azure
34625,17172,Google Cloud Platform,
34628,17172,Windows,
34631,17173,Docker,Docker
34632,17173,,Linux
34633,17173,,Microsoft Azure
34634,17173,,Raspberry Pi
34635,17173,,Slack Apps and Integrations
34636,17173,,Windows
34637,17173,Linux,
34643,17173,Microsoft Azure,
34649,17173,Slack Apps and Integrations,
34655,17173,Windows,
34661,17182,Android,Android
34662,17182,,Docker
34663,17182,,Google Cloud Platform
34664,17182,,Heroku
34665,17182,,Kubernetes
34666,17182,,Linux
34667,17182,,MacOS
34668,17182,Docker,
34675,17182,Google Cloud Platform,
34682,17182,Kubernetes,
34689,17182,Linux,
34696,17182,MacOS,
34703,17197,Android,AWS
34704,17197,,Android
34705,17197,,Linux
34706,17197,,Windows
34707,17197,AWS,
34711,17197,Docker,
34715,17197,iOS,
34719,17197,Linux,
34723,17215,Android,AWS
34724,17215,,Android
34725,17215,,Linux
34726,17215,,MacOS
34727,17215,,Windows
34728,17215,,WordPress
34729,17215,,iOS
34730,17215,AWS,
34737,17215,Docker,
34744,17215,iOS,
34751,17215,Kubernetes,
34758,17215,Linux,
34765,17215,MacOS,
34772,17215,Windows,
34779,17228,Docker,Docker
34780,17228,,Heroku
34781,17228,,Linux
34782,17228,,Windows
34783,17228,Google Cloud Platform,
34787,17228,Heroku,
34791,17228,Kubernetes,
34795,17228,Linux,
34799,17228,Microsoft Azure,
34803,17233,Android,AWS
34804,17233,,Google Cloud Platform
34805,17233,,Linux
34806,17233,,Windows
34807,17233,AWS,
34811,17233,Docker,
34815,17233,Google Cloud Platform,
34819,17233,iOS,
34823,17233,Kubernetes,
34827,17233,Linux,
34831,17233,Windows,
34835,17246,AWS,AWS
34836,17246,,Docker
34837,17246,,Linux
34838,17246,Docker,
34841,17246,Linux,
34844,17263,AWS,AWS
34845,17263,,Docker
34846,17263,,MacOS
34847,17263,Docker,
34850,17263,Linux,
34853,17263,Raspberry Pi,
34856,17263,Slack Apps and Integrations,
34859,17268,Linux,Android
34860,17268,,Arduino
34861,17268,,Docker
34862,17268,,Linux
34863,17268,,Raspberry Pi
34864,17268,,Windows
34865,17268,Raspberry Pi,
34871,17282,AWS,AWS
34872,17282,,Docker
34873,17282,,Linux
34874,17282,,MacOS
34875,17282,Docker,
34879,17282,Heroku,
34883,17282,Kubernetes,
34887,17282,Linux,
34891,17282,MacOS,
34895,17282,Raspberry Pi,
34899,17287,AWS,AWS
34900,17287,,Docker
34901,17287,,Google Cloud Platform
34902,17287,,Kubernetes
34903,17287,,Linux
34904,17287,,MacOS
34905,17287,,Microsoft Azure
34906,17287,,Raspberry Pi
34907,17287,,Slack Apps and Integrations
34908,17287,Docker,
34917,17287,Google Cloud Platform,
34926,17287,Kubernetes,
34935,17287,Linux,
34944,17298,AWS,Microsoft Azure
34945,17298,Google Cloud Platform,
34946,17298,Microsoft Azure,
34947,17303,AWS,AWS
34948,17303,,Docker
34949,17303,,Linux
34950,17303,,Microsoft Azure
34951,17303,Docker,
34955,17303,Kubernetes,
34959,17303,Linux,
34963,17303,Microsoft Azure,
34967,17304,Android,AWS
34968,17304,,Android
34969,17304,,Docker
34970,17304,,Linux
34971,17304,,Windows
34972,17304,,WordPress
34973,17304,,iOS
34974,17304,AWS,
34981,17304,Docker,
34988,17304,iOS,
34995,17304,Windows,
35002,17325,AWS,Microsoft Azure
35003,17325,,WordPress
35004,17325,Docker,
35006,17325,Kubernetes,
35008,17325,Microsoft Azure,
35010,17337,Docker,AWS
35011,17337,,Android
35012,17337,,Arduino
35013,17337,,Docker
35014,17337,,Linux
35015,17337,,MacOS
35016,17337,,Slack Apps and Integrations
35017,17337,,Windows
35018,17337,,WordPress
35019,17337,iOS,
35028,17337,Linux,
35037,17337,Slack Apps and Integrations,
35046,17337,Windows,
35055,17346,Android,Docker
35056,17346,,Google Cloud Platform
35057,17346,,Heroku
35058,17346,,IBM Cloud or Watson
35059,17346,,MacOS
35060,17346,,Microsoft Azure
35061,17346,Arduino,
35067,17346,AWS,
35073,17346,Docker,
35079,17346,Google Cloud Platform,
35085,17346,Heroku,
35091,17346,Kubernetes,
35097,17346,Linux,
35103,17346,MacOS,
35109,17346,Raspberry Pi,
35115,17351,Docker,Microsoft Azure
35116,17351,Kubernetes,
35117,17351,Microsoft Azure,
35118,17390,Docker,Docker
35119,17390,,Kubernetes
35120,17390,,Microsoft Azure
35121,17390,Kubernetes,
35124,17390,Microsoft Azure,
35127,17393,Kubernetes,AWS
35128,17393,,Arduino
35129,17393,,Docker
35130,17393,,Linux
35131,17393,,MacOS
35132,17393,,Raspberry Pi
35133,17393,,iOS
35134,17393,Raspberry Pi,
35141,17394,Android,AWS
35142,17394,,Android
35143,17394,,Google Cloud Platform
35144,17394,,iOS
35145,17394,Google Cloud Platform,
35149,17394,iOS,
35153,17394,MacOS,
35157,17396,Android,AWS
35158,17396,,Android
35159,17396,,Arduino
35160,17396,,Docker
35161,17396,,Microsoft Azure
35162,17396,,Raspberry Pi
35163,17396,,iOS
35164,17396,Arduino,
35171,17396,AWS,
35178,17396,Docker,
35185,17396,Google Cloud Platform,
35192,17396,iOS,
35199,17396,Kubernetes,
35206,17396,Microsoft Azure,
35213,17396,Raspberry Pi,
35220,17416,Android,Android
35221,17416,,Google Cloud Platform
35222,17416,,Microsoft Azure
35223,17416,,iOS
35224,17416,AWS,
35228,17416,Heroku,
35232,17416,iOS,
35236,17426,Android,Arduino
35237,17426,,Windows
35238,17426,Docker,
35240,17426,iOS,
35242,17426,Kubernetes,
35244,17426,Raspberry Pi,
35246,17426,Slack Apps and Integrations,
35248,17439,Android,Android
35249,17439,,Arduino
35250,17439,,Linux
35251,17439,,iOS
35252,17439,AWS,
35256,17439,Docker,
35260,17439,Heroku,
35264,17439,iOS,
35268,17439,Linux,
35272,17467,Android,AWS
35273,17467,,Heroku
35274,17467,AWS,
35276,17467,Google Cloud Platform,
35278,17467,Heroku,
35280,17467,iOS,
35282,17490,AWS,AWS
35283,17490,,Docker
35284,17490,,Heroku
35285,17490,,Kubernetes
35286,17490,,Slack Apps and Integrations
35287,17490,Docker,
35292,17490,Heroku,
35297,17490,iOS,
35302,17490,Kubernetes,
35307,17490,Microsoft Azure,
35312,17490,Raspberry Pi,
35317,17490,Slack Apps and Integrations,
35322,17542,AWS,Docker
35323,17542,,Heroku
35324,17542,,Linux
35325,17542,,Windows
35326,17542,Docker,
35330,17542,Heroku,
35334,17542,Linux,
35338,17547,Arduino,AWS
35339,17547,,Arduino
35340,17547,,Docker
35341,17547,,Linux
