,Respondent,NEWCollabToolsDesireNextYear,NEWCollabToolsWorkedWith
75161,58306,Jira,
75163,58306,Gitlab,
75165,58306,Slack,
75167,58306,Microsoft Azure,
75169,58306,"Google Suite (Docs, Meet, etc)",
75171,58307,Confluence,Confluence
75172,58307,,Github
75173,58307,,Gitlab
75174,58307,,Jira
75175,58307,,Microsoft Teams
75176,58307,Jira,
75181,58307,Github,
75186,58307,Gitlab,
75191,58307,Microsoft Teams,
75196,58320,Github,Confluence
75197,58320,,Github
75198,58320,,"Google Suite (Docs, Meet, etc)"
75199,58320,,Jira
75200,58320,,Microsoft Teams
75201,58320,,Slack
75202,58320,,Trello
75203,58320,Gitlab,
75210,58320,Slack,
75217,58320,"Google Suite (Docs, Meet, etc)",
75224,58320,Stack Overflow for Teams,
75231,58334,Jira,Github
75232,58334,,Jira
75233,58334,,Microsoft Teams
75234,58334,Github,
75237,58334,Gitlab,
75240,58334,Microsoft Teams,
75243,58334,"Google Suite (Docs, Meet, etc)",
75246,58334,Stack Overflow for Teams,
75249,58363,Slack,Confluence
75250,58363,,Github
75251,58363,,"Google Suite (Docs, Meet, etc)"
75252,58363,,Jira
75253,58363,,Slack
75254,58363,"Google Suite (Docs, Meet, etc)",
75259,58375,Jira,Github
75260,58375,,Gitlab
75261,58375,,"Google Suite (Docs, Meet, etc)"
75262,58375,,Microsoft Azure
75263,58375,,Trello
75264,58375,Github,
75269,58375,Gitlab,
75274,58375,Slack,
75279,58375,Microsoft Azure,
75284,58375,"Google Suite (Docs, Meet, etc)",
75289,58385,Jira,Github
75290,58385,,"Google Suite (Docs, Meet, etc)"
75291,58385,,Microsoft Azure
75292,58385,,Microsoft Teams
75293,58385,Github,
75297,58385,Microsoft Teams,
75301,58385,Microsoft Azure,
75305,58385,"Google Suite (Docs, Meet, etc)",
75309,58404,Github,Github
75310,58404,,"Google Suite (Docs, Meet, etc)"
75311,58404,"Google Suite (Docs, Meet, etc)",
75313,58408,Jira,Github
75314,58408,,Gitlab
75315,58408,,Jira
75316,58408,,Microsoft Azure
75317,58408,,Microsoft Teams
75318,58408,,Stack Overflow for Teams
75319,58408,Microsoft Teams,
75325,58408,Microsoft Azure,
75331,58408,Stack Overflow for Teams,
75337,58418,Github,Github
75338,58418,,Gitlab
75339,58418,,"Google Suite (Docs, Meet, etc)"
75340,58418,,Slack
75341,58418,,Trello
75342,58418,Gitlab,
75347,58418,Slack,
75352,58418,Trello,
75357,58418,"Google Suite (Docs, Meet, etc)",
75362,58418,Stack Overflow for Teams,
75367,58438,Jira,Github
75368,58438,,"Google Suite (Docs, Meet, etc)"
75369,58438,,Jira
75370,58438,,Microsoft Azure
75371,58438,,Slack
75372,58438,,Stack Overflow for Teams
75373,58438,,Trello
75374,58438,Github,
75381,58438,Slack,
75388,58438,Stack Overflow for Teams,
75395,58450,Jira,Github
75396,58450,,Gitlab
75397,58450,,Jira
75398,58450,,Slack
75399,58450,Github,
75403,58450,Gitlab,
75407,58450,Slack,
75411,58450,Stack Overflow for Teams,
75415,58463,Github,Github
75416,58463,,Microsoft Azure
75417,58463,,Microsoft Teams
75418,58463,Microsoft Teams,
75421,58463,Microsoft Azure,
75424,58514,Github,Confluence
75425,58514,,Github
75426,58514,,Gitlab
75427,58514,,"Google Suite (Docs, Meet, etc)"
75428,58514,,Jira
75429,58514,,Slack
75430,58514,,Trello
75431,58514,Gitlab,
75438,58514,Slack,
75445,58514,Trello,
75452,58514,"Google Suite (Docs, Meet, etc)",
75459,58519,Confluence,Confluence
75460,58519,,Github
75461,58519,,"Google Suite (Docs, Meet, etc)"
75462,58519,,Jira
75463,58519,,Slack
75464,58519,Jira,
75469,58519,Github,
75474,58519,Slack,
75479,58519,"Google Suite (Docs, Meet, etc)",
75484,58540,Github,Github
75485,58540,,"Google Suite (Docs, Meet, etc)"
75486,58540,"Google Suite (Docs, Meet, etc)",
75488,58546,Jira,Github
75489,58546,,Gitlab
75490,58546,Github,
75492,58546,Gitlab,
75494,58546,Facebook Workplace,
75496,58546,Microsoft Teams,
75498,58546,Stack Overflow for Teams,
75500,58548,Jira,Github
75501,58548,,Slack
75502,58548,Trello,
75504,58559,Github,Confluence
75505,58559,,Github
75506,58559,,"Google Suite (Docs, Meet, etc)"
75507,58559,,Microsoft Teams
75508,58559,,Slack
75509,58559,Slack,
75514,58559,"Google Suite (Docs, Meet, etc)",
75519,58569,Github,Confluence
75520,58569,,Github
75521,58569,,Gitlab
75522,58569,,"Google Suite (Docs, Meet, etc)"
75523,58569,,Jira
75524,58569,,Slack
75525,58569,,Trello
75526,58569,Slack,
75533,58617,Trello,"Google Suite (Docs, Meet, etc)"
75534,58617,"Google Suite (Docs, Meet, etc)",
75535,58643,Confluence,Confluence
75536,58643,,Github
75537,58643,,Gitlab
75538,58643,,"Google Suite (Docs, Meet, etc)"
75539,58643,,Jira
75540,58643,,Slack
75541,58643,Jira,
75547,58643,Github,
75553,58643,Gitlab,
75559,58643,Slack,
75565,58643,"Google Suite (Docs, Meet, etc)",
75571,58646,Github,Github
75572,58646,,"Google Suite (Docs, Meet, etc)"
75573,58646,,Slack
75574,58646,Slack,
75577,58646,Microsoft Azure,
75580,58646,Trello,
75583,58646,"Google Suite (Docs, Meet, etc)",
75586,58651,Jira,Github
75587,58651,,"Google Suite (Docs, Meet, etc)"
75588,58651,,Slack
75589,58651,Github,
75592,58651,Slack,
75595,58651,"Google Suite (Docs, Meet, etc)",
75598,58669,Github,Github
75599,58669,,Gitlab
75600,58669,Gitlab,
75602,58680,Confluence,Confluence
75603,58680,,Github
75604,58680,,Gitlab
75605,58680,,"Google Suite (Docs, Meet, etc)"
75606,58680,,Jira
75607,58680,,Microsoft Teams
75608,58680,,Slack
75609,58680,,Trello
75610,58680,Jira,
75618,58680,Github,
75626,58680,Gitlab,
75634,58680,Slack,
75642,58680,Microsoft Teams,
75650,58680,Trello,
75658,58680,"Google Suite (Docs, Meet, etc)",
75666,58682,Confluence,Confluence
75667,58682,,Github
75668,58682,,Jira
75669,58682,,Trello
75670,58682,Jira,
75674,58682,Github,
75678,58682,Trello,
75682,58695,Confluence,Confluence
75683,58695,,Github
75684,58695,,"Google Suite (Docs, Meet, etc)"
75685,58695,,Jira
75686,58695,,Slack
75687,58695,Jira,
75692,58695,Slack,
75697,58695,"Google Suite (Docs, Meet, etc)",
75702,58704,Confluence,Confluence
75703,58704,,Github
75704,58704,,Gitlab
75705,58704,,"Google Suite (Docs, Meet, etc)"
75706,58704,,Jira
75707,58704,,Slack
75708,58704,,Trello
75709,58704,Jira,
75716,58704,Github,
75723,58704,Gitlab,
75730,58704,Slack,
75737,58704,Trello,
75744,58704,"Google Suite (Docs, Meet, etc)",
75751,58710,Jira,Github
75752,58710,,"Google Suite (Docs, Meet, etc)"
75753,58710,,Jira
75754,58710,,Microsoft Teams
75755,58710,,Slack
75756,58710,,Trello
75757,58710,Github,
75763,58710,Slack,
75769,58710,Trello,
75775,58710,"Google Suite (Docs, Meet, etc)",
75781,58712,Github,Github
75782,58712,,Slack
75783,58712,Slack,
75785,58716,Github,Github
75786,58716,,Microsoft Azure
75787,58716,Microsoft Azure,
75789,58719,Slack,"Google Suite (Docs, Meet, etc)"
75790,58719,,Microsoft Azure
75791,58719,,Slack
75792,58719,Microsoft Azure,
75795,58719,"Google Suite (Docs, Meet, etc)",
75798,58723,Confluence,Confluence
75799,58723,,Gitlab
75800,58723,,"Google Suite (Docs, Meet, etc)"
75801,58723,,Jira
75802,58723,,Microsoft Teams
75803,58723,,Slack
75804,58723,Jira,
75810,58723,Gitlab,
75816,58723,Slack,
75822,58738,Jira,Github
75823,58738,,Jira
75824,58738,,Slack
75825,58738,Slack,
75828,58746,Github,Github
75829,58746,,"Google Suite (Docs, Meet, etc)"
75830,58746,,Jira
75831,58746,,Slack
75832,58746,Slack,
75836,58746,"Google Suite (Docs, Meet, etc)",
75840,58776,Github,Github
75841,58776,,Gitlab
75842,58776,,"Google Suite (Docs, Meet, etc)"
75843,58776,,Slack
75844,58776,,Trello
75845,58776,Gitlab,
75850,58776,Trello,
75855,58776,"Google Suite (Docs, Meet, etc)",
75860,58777,Slack,Confluence
75861,58777,,Github
75862,58777,,"Google Suite (Docs, Meet, etc)"
75863,58777,,Jira
75864,58777,,Slack
75865,58777,,Trello
75866,58777,Trello,
75872,58777,"Google Suite (Docs, Meet, etc)",
75878,58780,Jira,Confluence
75879,58780,,Github
75880,58780,,Gitlab
75881,58780,,"Google Suite (Docs, Meet, etc)"
75882,58780,,Jira
75883,58780,,Microsoft Azure
75884,58780,,Microsoft Teams
75885,58780,,Slack
75886,58780,,Trello
75887,58780,Github,
75896,58780,Slack,
75905,58780,"Google Suite (Docs, Meet, etc)",
75914,58803,Confluence,Confluence
75915,58803,,Github
75916,58803,,Gitlab
75917,58803,,Jira
75918,58803,,Slack
75919,58803,Jira,
75924,58803,Github,
75929,58803,Gitlab,
75934,58803,Slack,
75939,58803,Trello,
75944,58817,Jira,Github
75945,58817,,Gitlab
75946,58817,,"Google Suite (Docs, Meet, etc)"
75947,58817,,Microsoft Azure
75948,58817,,Slack
75949,58817,,Trello
75950,58817,Github,
75956,58817,Slack,
75962,58817,"Google Suite (Docs, Meet, etc)",
75968,58830,Github,Github
75969,58830,,Slack
75970,58830,,Trello
75971,58830,Trello,
75974,58840,Confluence,Confluence
75975,58840,,Github
75976,58840,,Jira
75977,58840,,Slack
75978,58840,Jira,
75982,58840,Github,
75986,58840,Slack,
75990,58848,Confluence,Confluence
75991,58848,,Github
75992,58848,,Gitlab
75993,58848,,"Google Suite (Docs, Meet, etc)"
75994,58848,,Jira
75995,58848,,Slack
75996,58848,Jira,
76002,58848,Github,
76008,58848,Gitlab,
76014,58848,Slack,
76020,58848,"Google Suite (Docs, Meet, etc)",
76026,58849,Github,Confluence
76027,58849,,Facebook Workplace
76028,58849,,Github
76029,58849,,"Google Suite (Docs, Meet, etc)"
76030,58849,,Jira
76031,58849,,Microsoft Teams
76032,58849,,Slack
76033,58849,,Trello
76034,58849,Gitlab,
76042,58849,Slack,
76050,58849,"Google Suite (Docs, Meet, etc)",
76058,58884,Microsoft Azure,Microsoft Azure
76059,58884,,Microsoft Teams
76060,58884,,Slack
76061,58885,Microsoft Azure,Confluence
76062,58885,,Github
76063,58885,,Gitlab
76064,58885,,"Google Suite (Docs, Meet, etc)"
76065,58885,,Jira
76066,58885,,Slack
76067,58885,,Trello
76068,58885,Stack Overflow for Teams,
76075,58889,Github,Confluence
76076,58889,,Github
76077,58889,,Gitlab
76078,58889,,Jira
76079,58889,,Trello
76080,58889,Gitlab,
76085,58889,Trello,
76090,58889,Stack Overflow for Teams,
76095,58899,Github,Github
76096,58899,,"Google Suite (Docs, Meet, etc)"
76097,58899,,Microsoft Azure
76098,58899,,Slack
76099,58899,Microsoft Azure,
76103,58910,Confluence,Github
76104,58910,,Gitlab
76105,58910,,"Google Suite (Docs, Meet, etc)"
76106,58910,,Slack
76107,58910,,Trello
76108,58910,Jira,
76113,58910,Github,
76118,58910,Gitlab,
76123,58910,Slack,
76128,58910,Trello,
76133,58910,"Google Suite (Docs, Meet, etc)",
76138,58929,Gitlab,Gitlab
76139,58929,,"Google Suite (Docs, Meet, etc)"
76140,58929,,Slack
76141,58929,,Trello
76142,58929,Slack,
76146,58929,Trello,
76150,58929,"Google Suite (Docs, Meet, etc)",
76154,58945,Confluence,Confluence
76155,58945,,Github
76156,58945,,"Google Suite (Docs, Meet, etc)"
76157,58945,,Jira
76158,58945,,Slack
76159,58945,,Trello
76160,58945,Github,
76166,58945,Gitlab,
76172,58945,Slack,
76178,58945,Trello,
76184,58945,"Google Suite (Docs, Meet, etc)",
76190,58951,Github,Confluence
76191,58951,,Jira
76192,58951,,Slack
76193,58951,Slack,
76196,58958,Confluence,Confluence
76197,58958,,Github
76198,58958,,"Google Suite (Docs, Meet, etc)"
76199,58958,,Jira
76200,58958,,Slack
76201,58958,Jira,
76206,58958,Github,
76211,58958,Slack,
76216,58958,"Google Suite (Docs, Meet, etc)",
76221,58960,Gitlab,Gitlab
76222,58960,,"Google Suite (Docs, Meet, etc)"
76223,58960,"Google Suite (Docs, Meet, etc)",
76225,58966,Github,Github
76226,58966,,Gitlab
76227,58966,,Trello
76228,58966,Gitlab,
76231,58966,Trello,
76234,58975,Confluence,Confluence
76235,58975,,Github
76236,58975,,Jira
76237,58975,,Microsoft Teams
76238,58975,,Slack
76239,58975,,Trello
76240,58975,Jira,
76246,58975,Github,
76252,58975,Microsoft Teams,
76258,58982,Github,Confluence
76259,58982,,Github
76260,58982,,Gitlab
76261,58982,,"Google Suite (Docs, Meet, etc)"
76262,58982,,Jira
76263,58982,,Slack
76264,58982,,Trello
76265,58982,Slack,
76272,58982,Microsoft Azure,
76279,58982,"Google Suite (Docs, Meet, etc)",
76286,58990,Slack,"Google Suite (Docs, Meet, etc)"
76287,58990,,Microsoft Azure
76288,58990,,Slack
76289,58990,,Trello
76290,58990,Microsoft Teams,
76294,58990,Microsoft Azure,
76298,58990,"Google Suite (Docs, Meet, etc)",
76302,58999,Github,Github
76303,58999,,Gitlab
76304,58999,,Jira
76305,58999,,Slack
76306,58999,Slack,
76310,58999,Stack Overflow for Teams,
76314,59001,Microsoft Teams,Microsoft Azure
76315,59001,,Microsoft Teams
76316,59001,Microsoft Azure,
76318,59006,Confluence,Confluence
76319,59006,,Github
76320,59006,,"Google Suite (Docs, Meet, etc)"
76321,59006,,Jira
76322,59006,,Slack
76323,59006,,Trello
76324,59006,Jira,
76330,59006,Github,
76336,59006,Slack,
76342,59006,"Google Suite (Docs, Meet, etc)",
76348,59006,Stack Overflow for Teams,
76354,59029,Jira,Confluence
76355,59029,,Github
76356,59029,,Gitlab
76357,59029,,"Google Suite (Docs, Meet, etc)"
76358,59029,,Jira
76359,59029,,Microsoft Teams
76360,59029,,Slack
76361,59029,Github,
76368,59029,Gitlab,
76375,59029,Slack,
76382,59030,Github,Github
76383,59030,,Gitlab
76384,59030,,"Google Suite (Docs, Meet, etc)"
76385,59030,,Microsoft Teams
76386,59030,Gitlab,
76390,59030,"Google Suite (Docs, Meet, etc)",
76394,59034,Confluence,Confluence
76395,59034,,Github
76396,59034,,"Google Suite (Docs, Meet, etc)"
76397,59034,,Jira
76398,59034,,Microsoft Teams
76399,59034,,Slack
76400,59034,,Trello
76401,59034,Jira,
76408,59034,Github,
76415,59034,Slack,
76422,59034,Trello,
76429,59034,"Google Suite (Docs, Meet, etc)",
76436,59040,Confluence,Confluence
76437,59040,,Github
76438,59040,,"Google Suite (Docs, Meet, etc)"
76439,59040,,Jira
76440,59040,,Slack
76441,59040,Github,
76446,59040,Slack,
76451,59040,"Google Suite (Docs, Meet, etc)",
76456,59054,Github,Confluence
76457,59054,,Github
76458,59054,,Jira
76459,59054,Gitlab,
76462,59054,Slack,
76465,59057,Github,Facebook Workplace
76466,59057,,Gitlab
76467,59057,,"Google Suite (Docs, Meet, etc)"
76468,59057,,Slack
76469,59057,Gitlab,
76473,59057,Slack,
76477,59057,"Google Suite (Docs, Meet, etc)",
76481,59069,Github,Github
76482,59069,,Microsoft Azure
76483,59069,Microsoft Azure,
76485,59141,Confluence,Confluence
76486,59141,,Github
76487,59141,,Jira
76488,59141,,Slack
76489,59141,Jira,
76493,59141,Github,
76497,59141,Slack,
76501,59195,Confluence,Confluence
76502,59195,,Jira
76503,59195,,Slack
76504,59195,Jira,
76507,59195,Slack,
76510,59202,Jira,Confluence
76511,59202,,Github
76512,59202,,Gitlab
76513,59202,,"Google Suite (Docs, Meet, etc)"
76514,59202,,Jira
76515,59202,,Slack
76516,59202,,Trello
76517,59202,Github,
76524,59202,Gitlab,
76531,59202,Slack,
76538,59202,Trello,
76545,59202,"Google Suite (Docs, Meet, etc)",
76552,59261,Facebook Workplace,Confluence
76553,59261,,Github
76554,59261,,Gitlab
76555,59261,,"Google Suite (Docs, Meet, etc)"
76556,59261,,Jira
76557,59261,,Microsoft Azure
76558,59261,,Slack
76559,59261,,Stack Overflow for Teams
76560,59261,,Trello
76561,59261,Microsoft Teams,
76570,59268,Confluence,Confluence
76571,59268,,"Google Suite (Docs, Meet, etc)"
76572,59268,,Microsoft Azure
76573,59268,,Microsoft Teams
76574,59268,,Slack
76575,59268,Github,
76580,59268,Slack,
76585,59268,Microsoft Azure,
76590,59268,"Google Suite (Docs, Meet, etc)",
76595,59277,Github,Github
76596,59277,,Microsoft Azure
76597,59277,,Microsoft Teams
76598,59277,Microsoft Teams,
76601,59277,Microsoft Azure,
76604,59303,Github,Github
76605,59303,,Gitlab
76606,59303,,"Google Suite (Docs, Meet, etc)"
76607,59303,,Slack
76608,59303,,Trello
76609,59303,Gitlab,
76614,59303,Slack,
76619,59303,Trello,
76624,59308,Gitlab,Gitlab
76625,59308,,"Google Suite (Docs, Meet, etc)"
76626,59308,,Slack
76627,59308,,Trello
76628,59308,Slack,
76632,59321,Slack,Confluence
76633,59321,,Github
76634,59321,,"Google Suite (Docs, Meet, etc)"
76635,59321,,Jira
76636,59321,,Microsoft Teams
76637,59321,,Slack
76638,59321,,Trello
76639,59321,Trello,
76646,59321,"Google Suite (Docs, Meet, etc)",
76653,59340,Slack,Slack
76654,59340,,Trello
76655,59340,Trello,
76657,59342,Gitlab,Gitlab
76658,59342,Slack,
76659,59352,Github,Github
76660,59352,,Microsoft Teams
76661,59352,Microsoft Teams,
76663,59352,Microsoft Azure,
76665,59352,Trello,
76667,59373,Github,Github
76668,59373,,Gitlab
76669,59373,,"Google Suite (Docs, Meet, etc)"
76670,59373,,Jira
76671,59373,,Slack
76672,59373,Gitlab,
76677,59373,Slack,
76682,59373,"Google Suite (Docs, Meet, etc)",
76687,59399,Jira,Confluence
76688,59399,,Github
76689,59399,,Gitlab
76690,59399,,"Google Suite (Docs, Meet, etc)"
76691,59399,,Jira
76692,59399,,Slack
76693,59399,,Trello
76694,59399,Github,
76701,59399,Gitlab,
76708,59399,Slack,
76715,59399,Trello,
76722,59399,"Google Suite (Docs, Meet, etc)",
76729,59423,Confluence,Confluence
76730,59423,,Github
76731,59423,,Gitlab
76732,59423,,"Google Suite (Docs, Meet, etc)"
76733,59423,,Jira
76734,59423,,Microsoft Azure
76735,59423,,Slack
76736,59423,Jira,
76743,59423,Github,
76750,59423,Gitlab,
76757,59423,Slack,
76764,59423,"Google Suite (Docs, Meet, etc)",
76771,59430,Jira,Github
76772,59430,,Jira
76773,59430,,Slack
76774,59430,,Trello
76775,59430,Github,
76779,59430,Slack,
76783,59430,Trello,
76787,59455,Confluence,Confluence
76788,59455,,Github
76789,59455,,"Google Suite (Docs, Meet, etc)"
76790,59455,,Jira
76791,59455,,Microsoft Azure
76792,59455,,Microsoft Teams
76793,59455,,Slack
76794,59455,,Trello
76795,59455,Jira,
76803,59455,Github,
76811,59455,Microsoft Teams,
76819,59455,Microsoft Azure,
76827,59455,Trello,
76835,59455,"Google Suite (Docs, Meet, etc)",
76843,59459,Confluence,Gitlab
76844,59459,,Slack
76845,59459,Jira,
76847,59459,Gitlab,
76849,59459,Slack,
76851,59459,Microsoft Azure,
76853,59459,"Google Suite (Docs, Meet, etc)",
76855,59522,Confluence,Github
76856,59522,,Gitlab
76857,59522,,Microsoft Teams
76858,59522,Jira,
76861,59522,Github,
76864,59522,Gitlab,
76867,59535,Github,Confluence
76868,59535,,Github
76869,59535,,Microsoft Azure
76870,59535,,Slack
76871,59535,,Stack Overflow for Teams
76872,59535,Slack,
76877,59535,Microsoft Azure,
76882,59559,Confluence,Confluence
76883,59559,,Github
76884,59559,,Gitlab
76885,59559,,Jira
76886,59559,,Microsoft Teams
76887,59559,,Slack
76888,59559,Jira,
76894,59559,Github,
76900,59559,Gitlab,
76906,59572,Github,Github
76907,59572,,Jira
76908,59572,,Microsoft Azure
76909,59572,,Microsoft Teams
76910,59572,,Slack
76911,59572,Microsoft Teams,
76916,59572,Microsoft Azure,
76921,59574,Github,Github
76922,59574,,"Google Suite (Docs, Meet, etc)"
76923,59574,,Jira
76924,59574,,Microsoft Azure
76925,59574,,Microsoft Teams
76926,59574,,Slack
76927,59574,,Trello
76928,59574,Gitlab,
76935,59574,Slack,
76942,59654,Github,Confluence
76943,59654,,Github
76944,59654,,"Google Suite (Docs, Meet, etc)"
76945,59654,,Jira
76946,59654,,Slack
76947,59654,Slack,
76952,59654,"Google Suite (Docs, Meet, etc)",
76957,59655,Slack,Confluence
76958,59655,,Github
76959,59655,,Jira
76960,59655,,Trello
76961,59701,Github,Github
76962,59701,,Slack
76963,59701,,Trello
76964,59701,Gitlab,
76967,59701,Slack,
76970,59707,Github,Github
76971,59707,,Gitlab
76972,59723,Jira,Confluence
76973,59723,,Github
76974,59723,,Jira
76975,59723,,Slack
76976,59723,Github,
76980,59723,Gitlab,
76984,59723,Slack,
76988,59731,Github,Github
76989,59731,,"Google Suite (Docs, Meet, etc)"
76990,59731,,Jira
76991,59731,,Slack
76992,59731,Slack,
76996,59731,"Google Suite (Docs, Meet, etc)",
77000,59739,Jira,Github
77001,59739,,Gitlab
77002,59739,,Jira
77003,59739,Github,
77006,59739,Gitlab,
77009,59752,Github,Github
77010,59752,,"Google Suite (Docs, Meet, etc)"
77011,59752,,Microsoft Teams
77012,59752,,Slack
77013,59752,Slack,
77017,59752,Microsoft Teams,
77021,59752,"Google Suite (Docs, Meet, etc)",
77025,59764,Github,Github
77026,59764,,"Google Suite (Docs, Meet, etc)"
77027,59764,,Slack
77028,59764,,Trello
77029,59764,Trello,
77033,59764,"Google Suite (Docs, Meet, etc)",
77037,59774,Jira,Github
77038,59774,Github,
77039,59774,Gitlab,
77040,59774,Slack,
77041,59782,Trello,"Google Suite (Docs, Meet, etc)"
77042,59782,,Trello
77043,59782,"Google Suite (Docs, Meet, etc)",
77045,59789,Confluence,Confluence
77046,59789,,Github
77047,59789,,"Google Suite (Docs, Meet, etc)"
77048,59789,,Jira
77049,59789,,Slack
77050,59789,,Trello
77051,59789,Jira,
77057,59789,Github,
77063,59789,Slack,
77069,59789,"Google Suite (Docs, Meet, etc)",
77075,59826,Gitlab,Confluence
77076,59826,,Gitlab
77077,59826,,"Google Suite (Docs, Meet, etc)"
77078,59826,,Microsoft Azure
77079,59826,,Microsoft Teams
77080,59826,Microsoft Teams,
77085,59826,Microsoft Azure,
